pid,Segment_Q1,Segment_Q2,WC_Q1,WC_Q2,Analytic_Q1,Analytic_Q2,Clout_Q1,Clout_Q2,Authentic_Q1,Authentic_Q2,Tone_Q1,Tone_Q2,WPS_Q1,WPS_Q2,BigWords_Q1,BigWords_Q2,Dic_Q1,Dic_Q2,Linguistic_Q1,Linguistic_Q2,function_Q1,function_Q2,pronoun_Q1,pronoun_Q2,ppron_Q1,ppron_Q2,i_Q1,i_Q2,we_Q1,we_Q2,you_Q1,you_Q2,shehe_Q1,shehe_Q2,they_Q1,they_Q2,ipron_Q1,ipron_Q2,det_Q1,det_Q2,article_Q1,article_Q2,number_Q1,number_Q2,prep_Q1,prep_Q2,auxverb_Q1,auxverb_Q2,adverb_Q1,adverb_Q2,conj_Q1,conj_Q2,negate_Q1,negate_Q2,verb_Q1,verb_Q2,adj_Q1,adj_Q2,quantity_Q1,quantity_Q2,Drives_Q1,Drives_Q2,affiliation_Q1,affiliation_Q2,achieve_Q1,achieve_Q2,power_Q1,power_Q2,Cognition_Q1,Cognition_Q2,allnone_Q1,allnone_Q2,cogproc_Q1,cogproc_Q2,insight_Q1,insight_Q2,cause_Q1,cause_Q2,discrep_Q1,discrep_Q2,tentat_Q1,tentat_Q2,certitude_Q1,certitude_Q2,differ_Q1,differ_Q2,memory_Q1,memory_Q2,Affect_Q1,Affect_Q2,tone_pos_Q1,tone_pos_Q2,tone_neg_Q1,tone_neg_Q2,emotion_Q1,emotion_Q2,emo_pos_Q1,emo_pos_Q2,emo_neg_Q1,emo_neg_Q2,emo_anx_Q1,emo_anx_Q2,emo_anger_Q1,emo_anger_Q2,emo_sad_Q1,emo_sad_Q2,swear_Q1,swear_Q2,Social_Q1,Social_Q2,socbehav_Q1,socbehav_Q2,prosocial_Q1,prosocial_Q2,polite_Q1,polite_Q2,conflict_Q1,conflict_Q2,moral_Q1,moral_Q2,comm_Q1,comm_Q2,socrefs_Q1,socrefs_Q2,family_Q1,family_Q2,friend_Q1,friend_Q2,female_Q1,female_Q2,male_Q1,male_Q2,Culture_Q1,Culture_Q2,politic_Q1,politic_Q2,ethnicity_Q1,ethnicity_Q2,tech_Q1,tech_Q2,Lifestyle_Q1,Lifestyle_Q2,leisure_Q1,leisure_Q2,home_Q1,home_Q2,work_Q1,work_Q2,money_Q1,money_Q2,relig_Q1,relig_Q2,Physical_Q1,Physical_Q2,health_Q1,health_Q2,illness_Q1,illness_Q2,wellness_Q1,wellness_Q2,mental_Q1,mental_Q2,substances_Q1,substances_Q2,sexual_Q1,sexual_Q2,food_Q1,food_Q2,death_Q1,death_Q2,need_Q1,need_Q2,want_Q1,want_Q2,acquire_Q1,acquire_Q2,lack_Q1,lack_Q2,fulfill_Q1,fulfill_Q2,fatigue_Q1,fatigue_Q2,reward_Q1,reward_Q2,risk_Q1,risk_Q2,curiosity_Q1,curiosity_Q2,allure_Q1,allure_Q2,Perception_Q1,Perception_Q2,attention_Q1,attention_Q2,motion_Q1,motion_Q2,space_Q1,space_Q2,visual_Q1,visual_Q2,auditory_Q1,auditory_Q2,feeling_Q1,feeling_Q2,time_Q1,time_Q2,focuspast_Q1,focuspast_Q2,focuspresent_Q1,focuspresent_Q2,focusfuture_Q1,focusfuture_Q2,Conversation_Q1,Conversation_Q2,netspeak_Q1,netspeak_Q2,assent_Q1,assent_Q2,nonflu_Q1,nonflu_Q2,filler_Q1,filler_Q2,AllPunc_Q1,AllPunc_Q2,Period_Q1,Period_Q2,Comma_Q1,Comma_Q2,QMark_Q1,QMark_Q2,Exclam_Q1,Exclam_Q2,Apostro_Q1,Apostro_Q2,OtherP_Q1,OtherP_Q2,Emoji_Q1,Emoji_Q2
R_9ckoGSppiMihfQB,1.0,1.0,11.0,60.0,1.5,4.95,99.0,1.0,99.0,51.55,0.0,20.23,11.0,20.0,18.18,10.0,90.91,93.33,72.73,83.33,45.45,70.0,18.18,15.0,18.18,8.33,9.09,8.33,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,9.09,11.67,0.0,5.0,0.0,0.0,0.0,11.67,9.09,18.33,9.09,5.0,0.0,13.33,9.09,3.33,18.18,25.0,0.0,5.0,9.09,3.33,9.09,3.33,9.09,1.6699999999999997,0.0,1.6699999999999997,0.0,0.0,27.269999999999996,25.0,0.0,1.6699999999999997,0.0,13.33,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,3.33,0.0,1.6699999999999997,0.0,1.6699999999999997,0.0,1.6699999999999997,0.0,0.0,0.0,1.6699999999999997,0.0,1.6699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,27.269999999999996,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6699999999999997,0.0,1.6699999999999997,27.269999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6699999999999997,0.0,0.0,0.0,0.0,0.0,1.6699999999999997,18.18,1.6699999999999997,0.0,0.0,0.0,0.0,18.18,1.6699999999999997,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,9.09,3.33,0.0,0.0,9.09,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,18.18,8.33,9.09,0.0,0.0,6.67,9.09,0.0,18.18,1.6699999999999997,9.09,0.0,0.0,1.6699999999999997,9.09,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_9dEoPRV5JbfOXpD,1.0,1.0,224.0,318.0,63.37,51.58,11.66,5.75,98.02,80.99,7.96,8.5,17.23,11.36,35.27,36.16,87.95,80.19,54.46,52.52,41.96,40.88,7.589999999999999,10.69,4.02,8.49,3.13,5.97,0.89,0.0,0.0,0.63,0.0,0.9399999999999998,0.0,0.63,3.57,2.2,10.709999999999999,10.69,6.7,5.35,2.68,1.89,10.709999999999999,8.81,5.8,7.86,7.589999999999999,3.14,8.04,8.18,0.45,0.31,11.61,11.95,6.7,8.18,3.13,2.83,6.25,2.83,2.68,0.9399999999999998,2.23,0.63,1.34,1.57,36.16,29.25,0.45,0.0,24.55,20.75,8.93,5.97,0.89,3.7699999999999996,3.13,2.52,4.46,4.4,0.45,0.0,7.589999999999999,6.92,0.0,0.0,5.8,4.09,2.23,1.26,3.57,2.52,2.68,1.57,0.89,0.0,1.7900000000000003,1.26,0.89,0.63,0.45,0.0,0.0,0.0,0.0,0.0,8.04,10.69,4.02,6.599999999999999,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,3.13,4.4,4.02,3.7699999999999996,0.0,0.31,1.34,0.31,0.0,0.0,0.0,0.9399999999999998,1.34,0.0,0.0,0.0,0.0,0.0,1.34,0.0,8.93,3.46,1.34,0.0,0.0,0.0,5.8,3.46,1.7900000000000003,0.0,0.0,0.0,4.46,5.97,1.34,5.03,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.89,4.09,1.34,0.63,3.57,3.14,5.36,6.599999999999999,0.89,2.52,0.89,0.0,2.68,3.14,0.45,0.63,0.0,0.31,0.45,0.0,9.38,4.4,3.13,3.14,1.34,4.4,0.45,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.77,38.36,4.910000000000001,8.49,6.25,3.14,1.34,2.2,0.0,0.0,3.13,4.72,7.14,19.81,0.0,0.0
R_9dRnGUVSL6lM6hl,1.0,1.0,201.0,182.0,11.59,25.43,14.1,2.37,87.2,72.58,26.76,20.23,16.75,18.2,15.42,14.84,95.52,95.60000000000001,72.64,72.53,57.71000000000001,50.550000000000004,16.42,16.48,9.45,12.09,6.97,10.44,0.5,0.0,0.5,0.0,1.0,0.0,0.5,1.1,6.97,4.4,13.93,14.29,5.47,4.4,1.99,1.1,7.96,9.89,6.97,7.690000000000001,13.93,7.690000000000001,6.47,7.14,1.99,0.55,14.43,22.53,8.96,9.89,6.47,5.49,4.48,6.04,2.49,2.2,1.99,0.55,0.5,3.3000000000000003,31.84,32.42,0.0,1.1,18.41,21.43,5.97,4.4,1.99,1.1,1.49,3.85,4.98,7.14,2.49,1.1,2.99,4.95,0.0,0.0,5.47,5.49,2.99,2.75,2.49,2.75,2.99,1.6500000000000001,1.49,0.0,1.49,1.6500000000000001,0.0,1.1,0.5,0.0,0.0,0.0,0.0,0.0,11.44,13.739999999999998,5.97,9.34,0.0,0.0,0.0,1.1,0.5,0.0,0.0,0.55,3.98,5.49,5.47,4.4,0.0,0.55,1.0,0.0,0.0,0.0,1.0,0.55,1.0,2.75,0.0,0.0,0.0,0.0,1.0,2.75,4.98,2.75,1.0,0.0,0.0,0.0,2.99,2.75,1.49,0.0,0.0,0.0,3.48,7.14,1.0,6.589999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,1.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.6500000000000001,1.0,1.1,12.44,10.44,7.46,7.14,1.49,2.2,0.5,0.0,2.99,2.2,2.49,2.2,0.0,0.55,1.0,1.1,7.46,3.3000000000000003,3.48,4.95,7.96,6.589999999999999,2.49,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,12.64,6.47,5.49,6.47,4.95,1.0,0.55,0.0,0.0,4.48,1.6500000000000001,2.49,0.0,0.0,0.0
R_9dugL9haczQVFjn,1.0,1.0,68.0,70.0,46.7,56.86,8.72,13.3,67.28,63.35,85.53,65.27,34.0,35.0,13.24,12.86,95.59,100.0,79.41,81.43,63.239999999999995,65.71,14.71,17.14,10.29,14.29,7.35,10.0,1.47,0.0,0.0,0.0,1.47,0.0,0.0,2.86,4.41,2.86,16.18,15.71,10.29,7.14,0.0,0.0,14.71,18.57,10.29,15.71,5.88,1.43,8.82,5.71,2.94,0.0,20.59,25.71,5.88,7.14,2.94,4.29,10.29,0.0,7.35,0.0,2.94,0.0,0.0,0.0,19.12,31.43,1.47,1.43,14.71,20.0,2.94,8.57,0.0,1.43,4.41,8.57,4.41,1.43,0.0,0.0,4.41,1.43,0.0,0.0,7.35,2.86,5.88,2.86,1.47,0.0,1.47,2.86,0.0,2.86,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24,10.0,7.35,4.29,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,4.29,5.88,5.71,0.0,0.0,2.94,0.0,1.47,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,1.47,0.0,5.88,1.43,1.47,0.0,0.0,0.0,4.41,1.43,0.0,0.0,0.0,0.0,1.47,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,11.43,7.35,2.86,1.47,1.43,2.94,0.0,4.41,1.43,0.0,0.0,0.0,0.0,0.0,0.0,4.41,7.14,1.47,2.86,4.41,0.0,0.0,0.0,1.47,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,1.43,0.0,1.43,0.0,0.0,1.47,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0
R_9e43GXStJMzS90J,1.0,1.0,192.0,241.0,1.0,46.11,1.0,1.0,99.0,80.31,0.0,15.58,192.0,20.08,16.67,21.58,100.0,86.72,66.67,65.15,33.33,48.55,16.67,12.45,16.67,10.37,16.67,8.71,0.0,0.41,0.0,0.0,0.0,0.83,0.0,0.0,0.0,2.07,0.0,10.37,0.0,7.05,0.0,0.41,0.0,11.62,0.0,7.88,16.67,5.81,0.0,8.3,16.67,2.07,16.67,18.26,0.0,3.73,0.0,2.9,16.67,3.73,16.67,1.66,0.0,0.41,0.0,1.66,16.67,29.05,16.67,0.0,0.0,21.16,0.0,3.32,0.0,2.49,0.0,5.39,0.0,4.15,0.0,0.41,0.0,7.05,0.0,0.0,16.67,1.24,0.0,0.41,0.0,0.83,0.0,0.83,0.0,0.0,0.0,0.83,0.0,0.41,0.0,0.0,0.0,0.0,16.67,0.0,33.33,12.03,16.67,10.37,0.0,0.41,0.0,1.24,0.0,0.0,0.0,0.41,16.67,6.64,16.67,1.66,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.83,0.0,1.24,0.0,0.0,0.0,0.0,0.0,1.24,0.0,3.32,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.41,0.0,0.0,0.0,5.81,0.0,4.56,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.83,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.83,0.0,1.24,16.67,3.73,16.67,9.96,0.0,2.49,0.0,0.83,0.0,4.15,16.67,2.9,0.0,0.0,0.0,0.41,16.67,4.98,16.67,5.39,0.0,3.32,0.0,1.24,16.67,0.83,16.67,0.83,0.0,0.0,0.0,0.0,0.0,0.0,16.67,19.09,16.67,5.39,0.0,4.98,0.0,0.41,0.0,0.0,0.0,4.98,0.0,3.32,0.0,0.0
R_9eahWs8Qec76gmd,1.0,1.0,186.0,182.0,1.28,32.56,12.67,2.37,97.57000000000001,75.82,35.47,44.98,13.290000000000001,16.55,19.35,21.43,96.76999999999998,89.56,80.65,70.33,63.44,51.1,20.97,12.64,15.05,9.34,8.06,7.690000000000001,0.0,0.0,2.69,0.55,0.0,0.55,4.3,0.0,5.91,3.3000000000000003,8.6,11.54,4.3,4.95,1.08,2.2,9.68,9.89,12.9,8.79,12.37,3.85,11.290000000000001,11.54,2.69,0.55,23.66,20.88,4.84,8.24,2.69,4.4,2.15,3.3000000000000003,1.61,1.1,0.54,1.6500000000000001,0.0,0.55,41.94,31.87,0.54,0.55,21.51,23.08,3.23,4.95,1.61,2.2,4.3,5.49,6.45,3.85,1.61,1.6500000000000001,5.91,6.04,0.0,0.0,8.06,4.4,4.3,2.75,3.23,1.1,3.23,2.2,0.0,1.1,2.69,0.55,0.54,0.55,1.61,0.0,0.0,0.0,0.0,0.0,15.05,7.14,6.99,4.95,1.61,1.1,0.0,0.0,1.08,0.0,0.0,0.55,2.69,3.85,8.06,2.2,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.55,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.1,4.3,3.85,1.08,0.0,0.0,0.0,2.69,3.85,1.08,0.0,0.0,0.0,4.3,4.4,0.54,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.54,0.0,0.54,1.1,0.54,0.55,0.54,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.1,0.0,1.1,8.6,6.04,6.99,7.690000000000001,1.61,2.2,1.08,0.55,3.23,2.75,0.54,2.75,0.0,0.0,1.08,1.1,11.83,6.04,9.68,3.3000000000000003,5.38,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.580000000000002,14.84,4.84,6.589999999999999,6.99,4.4,2.69,0.55,0.0,0.0,6.45,0.55,1.61,2.75,0.0,0.0
R_9ewvQqcISGg20dM,1.0,1.0,76.0,182.0,29.44,34.05,2.11,1.0,99.0,97.09,1.0,20.23,6.33,13.0,26.32,21.43,93.42,96.7,67.11,74.18,52.63,57.14,14.47,13.19,9.21,9.89,5.26,9.34,0.0,0.0,0.0,0.0,3.9499999999999997,0.0,0.0,0.55,5.26,3.3000000000000003,15.79,13.739999999999998,6.58,7.14,2.63,1.1,9.21,12.09,7.89,9.34,7.89,8.24,6.58,9.89,2.63,0.55,15.79,22.53,9.21,4.95,9.21,3.3000000000000003,1.32,2.2,0.0,1.1,1.32,1.1,0.0,0.55,40.79,39.01,0.0,0.0,28.95,29.67,11.84,8.79,6.58,4.4,0.0,4.95,3.9499999999999997,7.14,1.32,0.0,7.89,6.04,0.0,0.0,5.26,4.4,0.0,2.2,5.26,2.2,0.0,2.2,0.0,0.55,0.0,1.6500000000000001,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,9.21,7.690000000000001,5.26,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,5.26,3.85,3.9499999999999997,1.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.9499999999999997,0.0,0.0,1.6500000000000001,0.0,0.0,0.0,0.0,0.0,1.6500000000000001,3.9499999999999997,3.3000000000000003,1.32,0.0,0.0,0.0,2.63,3.3000000000000003,0.0,0.0,0.0,0.0,3.9499999999999997,3.85,1.32,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,1.6500000000000001,0.0,2.2,1.32,0.0,1.32,0.0,0.0,0.0,0.0,0.55,1.32,2.2,2.63,1.6500000000000001,3.9499999999999997,7.14,9.21,7.14,3.9499999999999997,1.6500000000000001,1.32,0.0,1.32,3.3000000000000003,2.63,1.6500000000000001,1.32,0.0,1.32,1.6500000000000001,9.21,6.04,9.21,2.2,5.26,6.04,2.63,1.6500000000000001,1.32,0.55,0.0,0.0,0.0,0.55,1.32,0.0,0.0,0.0,25.0,12.09,13.16,7.690000000000001,5.26,3.3000000000000003,2.63,0.0,0.0,0.0,3.9499999999999997,1.1,0.0,0.0,0.0,0.0
R_9f8TBp2vAQXd329,1.0,1.0,204.0,147.0,13.06,18.12,16.11,1.0,21.25,84.92,50.31,2.31,34.0,24.5,15.69,14.97,93.14,91.84,73.53,79.59,64.22,62.59000000000001,22.06,14.97,13.24,9.52,8.82,8.84,0.98,0.0,0.0,0.0,2.94,0.68,0.49,0.0,8.82,5.44,18.14,14.97,5.88,8.84,0.98,0.0,12.25,9.52,10.29,10.88,7.84,6.12,8.82,12.24,0.49,2.72,17.16,22.45,3.43,5.44,3.43,2.72,3.43,0.0,2.94,0.0,0.0,0.0,0.49,0.0,25.49,25.85,1.47,0.0,14.71,16.33,2.45,0.68,0.98,0.0,6.86,4.76,1.96,4.76,2.94,2.04,3.92,8.16,0.0,0.0,2.94,2.72,2.45,0.0,0.49,2.72,1.96,2.04,1.47,0.0,0.49,1.36,0.0,1.36,0.49,0.0,0.0,0.0,0.0,0.0,14.22,8.84,6.86,8.16,0.49,0.0,0.0,1.36,0.49,0.0,0.0,0.68,5.88,6.12,7.35,0.68,0.0,0.0,0.98,0.0,2.94,0.0,0.0,0.68,0.98,0.68,0.0,0.0,0.0,0.0,0.98,0.68,7.84,1.36,3.43,0.0,0.0,0.0,3.43,1.36,0.98,0.0,0.0,0.0,6.37,5.44,0.0,5.44,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,4.41,4.08,5.39,10.88,0.98,2.04,0.0,2.04,2.94,7.480000000000001,0.98,1.36,0.0,0.0,0.0,0.0,5.39,2.04,6.37,2.04,3.43,3.4,1.47,2.72,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,6.8,2.94,4.08,2.94,2.72,0.0,0.0,0.0,0.0,1.47,0.0,0.98,0.0,0.0,0.0
R_9fA6B5uPjcqDdWF,1.0,1.0,112.0,114.0,71.85,4.13,11.66,1.0,29.66,75.54,47.3,20.230000000000004,10.179999999999998,12.669999999999998,18.75,19.3,92.86,92.98,70.54,71.93,56.25,58.77,11.61,19.3,8.93,7.02,5.36,5.26,0.89,0.0,0.0,0.0,0.0,0.0,2.68,1.75,2.68,12.28,14.290000000000001,9.65,10.709999999999999,2.63,0.89,0.0,14.290000000000001,10.53,8.93,14.04,2.68,5.26,8.93,9.65,1.7900000000000003,4.39,19.640000000000004,25.44,5.36,1.75,0.89,0.8800000000000001,11.61,3.51,6.25,3.51,5.36,0.0,0.0,0.0,33.04,36.84,0.0,0.0,27.68,27.19,3.57,3.51,3.57,2.63,8.93,5.26,6.25,7.02,0.89,3.51,8.93,9.65,0.0,0.0,7.14,3.51,4.46,1.75,2.68,1.75,2.68,0.0,1.7900000000000003,0.0,0.89,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,15.179999999999998,14.04,6.25,8.77,0.0,0.0,0.0,0.0,1.7900000000000003,0.0,0.0,0.8800000000000001,3.57,7.02,8.93,5.26,0.0,0.8800000000000001,5.36,0.8800000000000001,0.0,0.0,0.0,0.0,1.7900000000000003,3.51,1.7900000000000003,0.0,0.0,0.0,0.0,3.51,4.46,6.14,1.7900000000000003,0.0,0.0,0.0,0.89,6.14,1.7900000000000003,0.8800000000000001,0.0,0.0,4.46,1.75,0.89,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000001,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,12.5,7.89,4.46,5.26,0.89,0.8800000000000001,0.0,0.0,3.57,4.39,0.0,0.0,0.0,0.0,0.0,0.0,2.68,4.39,1.7900000000000003,3.51,1.7900000000000003,5.26,0.89,0.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,19.3,9.820000000000002,7.89,2.68,3.51,0.0,0.0,0.0,0.0,4.46,6.14,1.7900000000000003,1.75,0.0,0.0
R_9fAvOKufoGRbRrp,1.0,1.0,141.0,66.0,86.31,63.17,18.61,12.22,71.66,1.51,7.48,6.9,23.5,16.5,29.08,40.91,88.65,80.3,58.16,53.03,45.39,40.91,2.84,6.06,0.0,6.06,0.0,4.55,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,2.84,0.0,16.31,12.12,12.06,4.55,1.42,3.03,9.93,9.09,9.93,9.09,2.84,0.0,7.09,9.09,1.42,1.52,13.48,12.12,9.93,10.61,2.13,4.55,2.13,4.55,0.0,1.52,1.42,0.0,0.71,3.03,25.53,22.73,0.71,0.0,14.890000000000002,15.15,4.26,1.52,2.84,3.03,0.0,4.55,4.26,1.52,1.42,3.03,3.55,3.03,0.0,0.0,7.09,1.52,2.84,0.0,4.26,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,9.09,3.55,4.55,0.0,1.52,0.0,0.0,0.0,0.0,1.42,0.0,1.42,3.03,0.71,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.71,0.0,0.0,0.0,0.0,0.0,0.71,0.0,7.8,3.03,2.13,0.0,0.0,0.0,3.55,3.03,2.13,0.0,0.0,0.0,6.38,6.06,0.71,4.55,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,3.03,0.0,0.0,1.42,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.71,0.0,4.26,4.55,0.0,0.0,6.38,1.52,10.64,6.06,1.42,3.03,1.42,0.0,7.8,3.03,0.71,0.0,0.0,0.0,0.0,0.0,4.26,0.0,2.84,4.55,5.67,6.06,2.13,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.44,16.67,4.26,7.58,6.38,4.55,0.0,0.0,0.0,0.0,0.0,1.52,7.8,3.03,0.0,0.0
R_9fwwUsGWe4ahb3J,1.0,1.0,138.0,106.0,62.61,34.83,44.35,20.62,65.33,83.95,20.23,5.0200000000000005,23.0,21.2,24.64,20.75,92.75,92.45,65.22,66.98,51.45,55.660000000000004,10.87,15.09,8.7,14.15,5.8,7.55,0.72,0.0,0.0,0.0,0.0,0.0,2.17,6.599999999999999,2.17,0.9400000000000001,13.77,12.26,9.42,6.599999999999999,0.0,0.0,11.59,12.26,7.25,6.599999999999999,5.8,8.49,9.42,10.379999999999999,0.0,0.0,18.12,14.15,1.45,5.66,1.45,0.9400000000000001,5.07,2.83,2.9,1.8900000000000001,0.72,0.0,1.45,0.9400000000000001,26.81,28.3,0.0,0.0,14.49,21.7,7.25,7.55,0.0,2.83,3.62,4.72,2.9,6.599999999999999,0.0,0.0,2.17,5.66,0.0,0.0,7.25,1.8900000000000001,3.62,0.0,3.62,1.8900000000000001,2.17,1.8900000000000001,0.72,0.0,1.45,1.8900000000000001,0.0,1.8900000000000001,0.72,0.0,0.72,0.9400000000000001,0.0,0.0,13.04,16.04,5.07,6.599999999999999,0.72,0.0,0.0,0.0,0.72,0.0,0.72,0.0,1.45,6.599999999999999,7.969999999999999,9.43,0.0,0.9400000000000001,1.45,0.9400000000000001,0.0,0.0,0.0,0.0,1.45,2.83,0.0,0.0,0.0,0.0,1.45,2.83,7.969999999999999,2.83,0.0,0.0,0.0,0.0,5.8,2.83,2.17,0.9400000000000001,0.0,0.0,4.35,8.49,0.72,5.66,0.0,0.9400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.9400000000000001,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.9400000000000001,0.0,0.0,5.07,6.599999999999999,5.07,4.72,1.45,0.0,0.0,0.0,0.72,2.83,2.17,0.9400000000000001,0.0,0.0,0.72,0.9400000000000001,7.969999999999999,4.72,3.62,0.0,2.9,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14,5.66,4.35,4.72,1.45,0.9400000000000001,0.0,0.0,0.0,0.0,1.45,0.0,2.9,0.0,0.0,0.0
