pid,text
R_9E6o1UR695yWgg2,"I think Friend A is an abololute slacker and if they wanna be picky they shouldve pulled their weight but they didn't so they can suck it up. I would tell them how late it is to be changing plan and also it's not about how they feel it's about Friend B and they can just starve to death if they dont wanna eat. Also there are so many ways to get sick there's no way to tell how they got the food poisoning and maybe Friend A should stfu because some people actually do stuff other than whinge and be flaky. I'd keep the plans, unless Friend B said otherwise, and if they did, I'd be quietly pissed off."
R_92XU34cSilT3AQN,"A. i would be a bit nervous because I don't want food poisoning, but i'd also be annoyed because she should have told me this earlier. i will tell her this. then i will look at the reviews myself. if there are many reviews about this issue, i will cancel, and ask the friend to split the deposit with me."
R_9RwGhSUWehXvsi5,"Initally I'd be really annoyed! Why on earth would you give this kind of info so near the time. I'd suggest that we take a look at more reviews and that I don't always trust these anyone, anyone only reports negative, no one responds positively to these things! Say let's go ahead with it, keep our fingers crossed it's OK and if not make it in to a fun night, somethign we can talk about. However, I would say, next time you're in charge of booking!"
R_4Y5S3VXplJ1LQNH,"I would be annoyed, and ask friend A to think about the larger number of food crtics that have positively rated the restaurant so it will likely be fine. I would also express frustration at friend A and ask them how they expect us to make plans when they ignored my messages for a month. I would also explain that theres a non-refundable deposit that was paid and that i would much prefer to keep the current reservation. If friend A is extremely reluctant, i would cancel plans entirely if they responded in a defensive manner when i called them out about their bad reply game and inconsideration for me and ask Friend A to pay half of the deposit. If friend A was understanding of my frustration, i would be happy to find somewhere else to go, but would also ask for half of the deposit. My first preference would be to keep the original reservation."
R_4aIWiOxJLzXshwJ,"My immediate reaction would be irritation and confusion - if Friend A didn't bother to choose the restaurant in the first place, why should they be picky about it now? It feels like they are being insincere too, since the restaurant has great reviews. Perhaps they simply don't like the choice - however, if they didn't, they should've brought it up with me prior. I would ask Friend A why they didn't bring it up with me earlier, as it's too late to cancel (including getting a deposit back). I would also ask if they have heard any negative things firsthand about the place. If not, I would explain my perspective and situation, and how I would want to keep the booking due to the investment of time and money I put in. I would choose in the end to keep the booking, but make it clear to Friend A that my choice is not because I don't trust their judgement, as I dislike hurting others' feelings through confrontation."
R_47BcUqTx8qqGiax,"When I received A’s message, my first reaction was frustration. I had asked for help a month ago, and A never responded—now they suddenly question the restaurant hours before the dinner? I felt a mix of anxiety and irritation, especially because I had already paid a non-refundable deposit. Still, I tried to stay calm. I searched online for the same reviews A mentioned. I found one report of suspected food poisoning, but it wasn’t clear if it was the restaurant’s fault. I also noticed that the restaurant still had many recent positive reviews, especially from food critics. That made me question whether A’s concern was based on solid evidence or just panic. I texted A and explained that I had already made the booking due to their silence, and changing the plan now would be difficult. I reassured them that I had looked into the reviews again and didn’t find convincing reasons to cancel. In the end, I decided to stick with the original plan. The restaurant still seemed trustworthy, and it felt unfair to change everything last-minute after all the effort I made."
R_44HKb6nrJlMLXVL,"A. I would feel quite frustrated considering that I have already done all the work. But overall I dont really care because I've already decided, and paid for it myself so they have no right to object. B. I'd say that its too late considering I've already decided, and that it shouldn't matter too much considering I have already done my part. What they found was most likely a fluke. C. I'd rather take information from critics and professionals rather than recent google reviews, or any low-rated google review for that matter, considering all restaurants have them. D. I would have researched for restaurants, depending on the vibe, look, food, and reviews from actual professionals. I would also check reviews from google, I just wouldn't nitpick on details in low rated reviews I would keep the booking because I already paid a non-refundable book, my friend responded too late, so I get to pick."
R_4G6rO6u8exqtpAV,"Wow. Seriously? Three hours before the dinner and now Friend A sends this? After ghosting me when I asked for help weeks ago? I’m honestly pretty pissed off. I’ve been stressing about this for a month, ended up booking it all myself, paid the non-refundable deposit — and suddenly they care? And about something they found on Google Reviews? It just feels a bit inconsiderate and honestly kind of cowardly to drop this so last minute. My first instinct is to snap back like, “Where was this energy when I needed help a month ago?” But I know that’s not helpful right now. I’d probably reply with something more composed like: “I saw that review too, but it’s one of like hundreds and most of them are great. It’s a bit too late to change now, but if you're really worried, feel free to sit this one out.” I’ll do a quick check anyway, just in case — scan the most recent reviews, see if that food poisoning comment is a one-off or part of a pattern. Maybe hop on the restaurant’s social media to see if they’ve posted anything weird recently. If anything seems seriously off, I’ll reconsider — but honestly, I trust the food critics more than some random angry Yelp user from two years ago. I’m keeping the booking. It’s too late to change plans, and the place still seems solid overall. It’s not perfect, but this is Friend B’s birthday, and I’m not going to let one panicked message ruin it. If Friend A doesn’t want to come, that’s on them."
R_4ZCEWgUy4gJ1QFO,"I would feel annoyed and call my friend an idiot for not saying anything in a month and cancelling 3 hours before. But there is always a solution so I would try to call the restaurant to ask if I could cancel the booking despite it already saying that its non-depositable. Restaurant says can cancel: i cancel, look for another place and call my mate for approval. If the restaurant says no: if the booking price was cheap like $50 or under, i would just book another restaurant and lose the money whatever. if it wasnt cheap, i would check how long ago this google review was made, whether it looks like someone credible had written it, look at their other google reviews. i would also check what other google reviewers have said about the restaurant. then i would text my mate and say it should be fine because the google reviewer looks stupid and all the other reviews say the restaurant is fine. if the friend still doesnt reply i will give them a call. if they dont pick up and they havent given a solution, then i will go forward with the dinner. if all of the google reviews say that the restaurant is bad, i will probably just sack the money and book somewhere else and tell my mate that they made a good call and apologise for not double checking the validity of the restaurant. theres too many factors to consider when making the final choice so idk"
R_9BJxT7iJnxHaxDr,"Oh no, I can’t believe this is happening just three hours before dinner. I’m honestly frustrated that Friend A is only getting back to me now, especially after ignoring my messages when I needed help planning. I already paid the deposit, and we don’t really have time to rebook somewhere else last minute. I’d probably text her back something like: “Where was this info earlier? I already paid for the booking, and the place has great critic reviews. I’ll double-check, but this is really late to raise it.” I’d also want to fact-check those reviews myself. Are those claims about food poisoning just a few one-star reviews? Or is there a pattern? I’d check the most recent Google and TripAdvisor reviews, maybe even the restaurant’s social media to see if they’ve posted anything or responded to complaints. If I can’t find solid proof of a problem, I’m inclined to go ahead. So my final choice is to keep the booking. It’s too late to make other arrangements, and there’s no strong evidence the restaurant is unsafe. I’ll ask Friend A to decide whether she’s still comfortable coming, but I’m not cancelling on Friend B’s birthday."
R_9YXG5Y4dTM4mSn2,"When reading Friend A's message that we shouldn't go, I would feel annoyed because they left the planning to me without any explanation, then wants to change the plans at the last minute when they can't exactly be changed. However I would try and put this aside, and ask them whether there's a lot of other good reviews on the site of diners who didn't get food poisoning. I would also ask when the reviews were posted, as if they were recent then I would ask Friend B if they're ok with still going to the restaurant, or if they'd rather go somewhere else since it's their birthday. I would also tell Friend A that we've already paid a deposit, and if they're unsure then we can order food that has less chance of causing food poisoning. If the bad reviews are old or outnumbered, then I would keep the booking. If the reviews are recent or there is a significant amount of them, then I would consult with Friend B and probably change plans."
R_9OBJ6XMuIvupbBT,
R_41tqrr81pmslC2o,"Ugh… seriously? Three hours before dinner and Friend A suddenly decides to bring this up? I’m honestly kind of annoyed that they completely ghosted me when I asked for help weeks ago, and now they want to chime in last minute? That’s frustrating and feels pretty unfair. I already paid a non-refundable deposit, and now this? I’d probably respond to Friend A with something like, “Hey, I get your concern, but I really wish you’d brought this up earlier. The booking is set and I already paid for it.” I’d try not to sound too angry, but I’d definitely be honest. Final choice: I’d keep the booking. The timing is too last-minute to make new plans, the deposit is gone either way, and I trust the professional reviews more than a few bad anecdotes. Plus, Friend B deserves a smooth and enjoyable birthday and stressing about this hours before won’t help anyone."
R_9MXiwwiMAMXAFTb,"Oh my god, why did that happen!? Superised, disappointed, and a little bit angry. What should I do now? Yep, i should check when that review posted. then, if it happened in the last week ,i will change the place quickly. but whether the time, ill go for telling her i paid a lot of money on the booking."
R_410cYNjEF8U3sUw,"Oh shit! Can't afford getting food poisoning. Not safe to take everyone. Can we shift the venue to some other restaurant? Let me go check the reviews by food critics, because that should be a reliable source."
R_41mv5PqgOB4V5eO,"My immediate reaction would be that Friend A simply doesn't want to go to the place I selected. Regardless of these reviews, she chose to ignore the good ones. Hence, it feels as if there are ulterior motives; she possibly wanted to act as a hero and 'outshine' me, to make a more favourable impression on Friend B. A lot of places do have bad reviews, and it's easy to avoid certain meals if you're paranoid. It isn't fair to discredit critics and a restaurant by only trusting a few Google reviews. If it was such an issue, she could have researched it prior before I booked and made more of an effort to find a place that she was also satisfied with. I could have made more efforts to read the reviews; however, I did see the critic reviews, which should suffice. I will keep the booking, as if there was an issue, she could have brought it up to me earlier rather than last minute."
R_9S8kFXSoliHXPI0,"I would feel frustrated as friend A has ghosted me for months but suddenly appeared and disrupting my plans. I would tell friend A that I have already paid deposit for it so there is no other option but go to the restaurant I have book. in deciding information that is trustworthy, I would read and compare the overall google comments and decide whether the restaurant is worth visiting. I would keep the booking. This is not only because of that I have paid a non-refundable deposit, but also the fact that a single comment of the restaurant has food poisoning might not be trustworthy. Moreover, friend A only rejected my plan but did not give out alternative solutions, giving me no reasons to change my plan."
R_9ErPXg9B4fMpOaU,"I would feel irritated as Friend A did not contribute to the conversation and only decided to abruptly chime in before the event. This lacks communication and implies their lack of consideration and care on behalf of others. I would tell them that it's non-refundable and we would have to attend as it's inconsiderate to change plans right before the event. I would offer an ultimatum, if friend A is able to find an alternative restaurant and pay their share (the full fee) of the booking, we could consult with friend B and find an alternative place instead. The chances of that it unlikely though as it's hard to negotiate and find alternative time and place again. In regards to the restaurants review, if the OVERALL impression of the restaurant is good then it's best to attend it either way. The likely hood of food poisoning is rare and it applies for EVERY restaurant. Personally, I would've stuck with the same booking if the Friend A isn't willing to pay for the full fee on the alternative restaurant."
R_4eWcXmeJCwN6sdV,"The situation would make me upset and angry with Friend A. I would see the situation as rude and inconsiderate, even if they didn't have that itention. Right away, I would probably send a rash message to Friend A because I would be frustrated and stressed. If i was really upset by the situation I would tell Friend A to sort it out themselves, however I may feel bad and wouldn't want to ruin Friend B's birthday. It would also depend how legit the food posining message was, like if it was from 5 years ago and no other messages that agree or say the same thing. If there were legit food critics that said the place was good, I'd be inclined to discard the bad reviews, also the deposit would make me think the resturant must be pretty nice/ fancy. I would probably ultimately ask Friend A what they would want to do, but if the despoit had to be paid I was ask Friend B to split it."
R_9zVyPAZgzVC56Yp,"we're still going to go to this restaurant. You didn't respond to my messages until 3 hours before we were going when we were planning it for a whole month. I would rather trust food critics whose job it is to judge food over some random person on google critics ""claiming"" to get food poisoning from their meal. Plus the surrounding restaurants are already full and I already paid for the reservation and can't get my money back. We're eating at this restaurant cause you haven't responded to my texts, there's no place else to go and I already paid for it and can't get a refund."
R_4X1cMCJsXh1khRi,"i'll be angry. friend A has all his time to simply respond to my text. and now he's complaining that we should not go. i'll look at the reviews myself. if the food poisoning reviews are not even that bad, i might think this is just another excuse from friend A for not wanting to go. i don't think i can stop myself from thinking badly of A since he gave me a bad impression in the first place. however, if the reviews are actually that bad, i will follow up if the government-related kitchen checks gave that restaurant a visit. If they had, the restaurant is probably still safe to go. if they have not, i might not go and let friend A decide on a restaurant himself. if friend A does not reply to my message again, i'll book a restaurant for just me and friend B, excluding friend A. I don't think friend A and my friendship will ever stay the same again."
R_4pzNbMaAStZDdZc,"I would definitely be frustrated receiving the message from Friend A. I think I would have to step back for a second before replying to make sure I didn’t say anything I would regret. Considering how late it is, I would guess that the deposit would be lost by this point, and therefore I would be losing that money if we didn’t go to the restaurant. It’s difficult to say whether or not the food critics or the google reviews are more trustworthy, so I think I would ignore the reviews entirely considering it’s so last minute. Ultimately, I think I would tell Friend A that we should keep the booking. I would tell them that if they wanted to have a look around for another restaurant then they were more than welcome, but they would have to help me pay for the deposit for the other restaurant. At the end of the day its most important that Friend B enjoys their birthday, but I would make it clear that I should not be paying for the last minute change of plans alone. If Friend A did not want to pay for the deposit, I would reiterate that we should then keep the booking."
R_4d0qm12JJ7lAD6Z,"i would be immediately pressed at friend A and text/speak to them passive aggressively asking why she couldn't have been so avidly researching before i made the deposit. considering that she is evidently not a trustworthy friend, she is likely an equally untrustworthy source and so i would confirm these food poisoning allegations myself. if they were true and from multiple sources/reviews, i would then ask her what she wants to do about the non-refundable deposit, heavily implying that i will not be paying for it entirely, actually this would depend on how hefty the deposit was. scenario a (hefty deposit): if she is kind enough to take on some of deposit then i would be happy to switch restaurants if there was one to her liking, otherwise i would snitch to any other friends involved/invited and probably keep the booking out of spite. scenario b (smaller deposit): i would be a kind gracious friend and start looking for restaurants with less health risks, hopefully find one and switch the booking"
R_98LEQQbG1QLjGs9,"The immediate reaction is annoyance/frustration, because Friend A didn't help me book the restaurant and it's my money he will waste by not showing up. First I'd ask him why he didn't respond to my texts initially, and I'd want a decent reason for that. I'd tell Friend A that we'd better go regardless of reviews as I've already paid and it's non-refundable. If he still doesn't want to show up, I'd ask him to pay me back half the amount. Deciding which information is trustworthy and which checks/actions to take is a little more difficult. I'd need to see whether the poisoning incidents were isolated to a certain period, whether or not the restaurant had responded to them, and I'd figure out which dishes the victims ordered and make a note not to get them myself. I'd also need to look at when the critic reviews were posted and the content within them, which dishes they rate highly etc. I'd tell Friend A that we could order based on this information."
R_439cnIgNhLdMTUI,"Immediately I would investigate into the google reviews tbat claim of getting food poisoning. Validity would be checked by the amount of reviews these individuals have given, how long ago these reviews were put and what other reviewers have said on google reviews. Following this, I would make a subjective decision whether the claims are valid right now. I would also check the reviews that have been given on other platforms, such as tripadvisor. If there is a pattern of a specific food giving food poisoning, then I would say to Friend A that we will just avoid that meal and order something else from there. If Friend A is still insisting on not having that restaurant, then I would tell them that the booking has already been made, and a deposit has been given. If they are willing to get a booking and take responsibility for finding another restaurant, then I am happy to change plans, else we will keep this booking."
R_4kM44HpIMuSFtsQ,"a) i would feel very upset. If they cared so much about the food we ate why didnt they suggest anything before. 3 hours before is too short notice, as as long as nothing isnt raw it should be fine. b) i would say; 'hey, i planned this by myself. Its too late to get anything else and i would have appreciated if you communicated this earlier. Next time please help me choose these plans to avoid this again' c) I just wouldnt care, i would just avoid meaty/ fishy foods d) I would just go with my restaurant, its too late. I would double check the reviews. Often people leave bad reviews if the service was bad and not if it was good. I would keep the booking. It is far too late to change any plans and Friend A was being irresponsible with my planning time. further, i was doing it out of my own free time, it doesn't have to be perfect"
R_9RvC2KWwEic82Dm,"I would immediately feel very frustrated and angry regarding Friend A's response, accounting for the fact that they did not respond or acknowledge my previous message that I had sent. In this situation, I would be very emotional and stressed considering the lateness of the response. In response to Friend A, I would start by mentioning how they had not offered any input or assistance of any kind; however, I would then ask Friend A if they would have any ideas or alternatives. To determine which source of information is most trustworthy, I would compare the number of negative reviews with the more positive reviews to gauge which is more prevalent. I would also check the dates of said reviews, seeing if the food poisoning review is outdated, as the restaurant may have made improvements."
R_4FxFPJXtfIewh7W,"immediate gut/emotional reaction of how it is not fair for friend A to be sending a message like that when it is so last minute. i believe that that message implies that we should go somewhere else, but it is already the day of and the booking has already been made. we had a long time to plan/discuss/research about where we should go, yet they didn't contribute, so they don't get the right to randomly get their two cents right before the party happens and we listen to them. I would say something along the lines of ""oh no that's not good, but i do remember looking at reviews before showing more positive responses, and its too late now to change venues"". i wouldn't really care about which information is trustworthy, i would still want to go to the restaurant that was initially booked, just out of spite of them (and their lack of work)."
R_41KlBJpdsWwJ4wV,"A. My gut feeling would be anger and annoyance. Frustrated by why the person completely ignored my texts when I asked for help booking, and now they suddenly swoop in with screenshots warning about food poisoning. Would also want to mention that they could’ve mentioned this when I was organising everything. B. Looking closer, the screenshots are just from random Google users. I know how unreliable those can be and there are chance that this might not even be related to the restaurant. C. I remind myself the restaurant has been praised by food critics, which holds much more weight. Still, I want to be sure, so I would check other platforms. D. No i wouldnt change my plan, just because some reviews were bad doesn't mean it will happen to everyone and plus at this point, changing plans would be chaos. Most nearby places are fully booked, the deposit is non-refundable, and there’s no convincing evidence this restaurant is unsafe. My decision: keep the booking. I’ll reassure Friend A and Friend B, explain the critic reviews, and move forward because one or two dodgy reviews aren’t enough to ruin Friend B’s birthday dinner."
R_4rVmGuGDOlDTrA8,"Oh my GOD, are you kidding me right now?! Three hours before dinner and NOW you decide to chime in? I'm honestly so frustrated. Like, where were you a month ago when I actually NEEDED your help? I had to find this place by myself, put down my own money for the deposit, and now you're trying to sabotage it last minute with some random Google reviews? My first instinct is to text back something sarcastic like ""Thanks for the 11th hour input"" but I need to think this through for Friend B's sake. Okay, let me look at these screenshots properly. Google Reviews can be unreliable - anyone can post anything. These could be fake reviews or just people having bad experiences that aren't representative. The food critics I read had actual credentials and probably more rigorous standards. I'm going to quickly check if these reviews show up on other platforms like Yelp too. If there's a genuine food safety issue, it would probably appear across multiple sites, right? I should also see if these are recent reviews. But honestly, what are my realistic options here? It's three hours before dinner - most decent places will be booked solid for weekend service. And I'd lose my deposit. I am keeping the booking."
R_4IcXnJCqG7enIII,"Seriously? Three hours before the dinner? This is the first time Friend A’s messaging me about this after ghosting me a month ago when I asked for help. And now they suddenly care enough to send Google Reviews screenshots? Honestly, I’m frustrated. I’ve already put down a non-refundable deposit and organised everything because they went quiet. Where was this energy when we were trying to plan? As I already paid the deposit and there are limited options left at this point. Also, most of the reviews I saw were positive, including from professional critics. I'll keep the booking."
R_4gTwmzU00VQzFGG,"I would feel frustrated. I needed support moths ago when i was originally booking. It is nice that they want tohelp but frankly this timing is just undermining the original plan, showing little trust in my planning and the persons actions are not supportive as they didnt provide an alternative option. I would respect the input a bit more if it seemed like they were genuinely trying to help and provideconstructive feedback not doubt. I would tell them that iu appreciate their concern and hear them however i did do my own research and have seen lots of positive feedback from trusted food critiques, i would essentially try to reassure them of my choice and suggest that we just give the place a try and if we really catch a bad vibe we can pivot then, especially given the timing. I would trust my research as i am sure i would have looked into many places and chosen the one i trust and think looks best."
R_9SrwGFpW1NuWcTL,My immedaite emotional response would be anger and fustration as friend A did not contribute to help. I would tell Friend A it would be too late to find another venue and call him useless and how he would be no position to have a say. I would call him lazy and stupid for looking at food reviews and if he was so picky to go pick himself. I would not trust a food review that states food poisoning and trust a critic more.
R_4mlxyaZfyHqzoIs,"Friend A should have brought these concerns up when we were discussing options, it is now too late. I would say to friend A 'you shiuld have been more involved and your laziness has affected the decision making, it should'nt be solely up to me'. I am trusting the numerous reviews saying the restaurant is good rather than 1 instance of food poisoning, this is not cause for concern yet. Google reviews are not always truthful anyway. I would look at the reviews myself and see if they are legitimate and also look at when they were written, this could be old information that has since become a non-issue. I decide to keep the booking, there is not enough cause for concern, i have paid a deposit, and there is not enough time to find a new location. If the food is off we can leave and improvise a new plan."
R_9D0H2cidGGIgHTk,"When I first saw Friend A’s message, I felt frustrated and anxious. After all, they ignored my messages when I asked for help, and now, just three hours before dinner, they suddenly raise concerns. My immediate thought was, “Why now?” especially after I already paid a non-refundable deposit. I would probably respond by saying, “I understand your concern, but I wish you had brought this up earlier. We’re very close to the dinner time, and it’s too late to make major changes.” To decide whether to trust the reviews, I’d compare the dates of the negative and positive reviews. If the food poisoning claims are recent and repeated, that’s a red flag. But if they’re old or seem exaggerated, I’d trust the food critics and my original decision. As an extra step, I might call the restaurant to ask if they’ve had recent complaints or check social media for any mentions. In the end, I’d likely keep the booking. The restaurant has great reviews from reliable sources, and changing plans now would be too risky and stressful, especially since most other places are fully booked."
R_4ps1aBwfiUlBGgw,"A. Are you kidding?!? first you stop helping me plan and now you're gonna critic my choice, even tho you had no decency to even attempt to help me. I have also paid a nonrefundable deposit for this, ugh! is honestly so annoying and lowkey disrespectful. B. Sorry but I already paid the deposit and the reviews from food critics say it is a really good restaurant. If you had said before I booked we definitely could have changed, but it's bit late now. C. I have already chosen and the fact I had to pay a deposit shows this restaurant is quite fancy compared to others, I feel like it is quite this restaurant would not have food poisoning. D. no, once my mind is set. It is set and the food critics prove that it sounds like a good restaurant and unlikely that there would be food poisoning."
R_3nIZ7fgaHieiBpZ,"Concerned because any reviews that say food poisoning is pretty worrisome, even if there are great reviews so id check the reviews again myself because friend A might be looking at the wrong thing. Id tell Friend A that ill check it again myself and to just wait till I finish doing so and to look for another restaurant in the area just in case. IF the bad reviews are real id leave and if they aren't stay and tell friend A that they're stupid and merrily go eat altogether. I can only make sure if I see the information with my own eyes and as Friend A did ghost the messages before id be more skeptical but not mad."
R_43bHQ8gIy43Qqn7,"A. A little disappointed that my money got wasted, but it's overall fine. B. Ask if he has any other options in mind C. I would keep to myself that it most likely is selection bias, as there probably is a small number of people who got food poisoning compared to the general consumer. D. Maybe I would explain that to him about the small amount of reviews, the booking will be kept until an alternative resturant is found."
R_41jSm6yTj5RoCxr,I would feel confused and worried about what to do next. However I would probably tell them that we should still go anyway as there isn't much we can do 3 hours before. I would trust reviews from food critics as they would have more experience and could provide trustworthy detail. I would probably call Friend B and ask her for her opinions. I would finally chose to keep the booking because I have already paid for it and I wouldn't want it to go to waste.
R_9VNIBkBFb8rdq4G,"My immediate reaction is disappointment at the lack of clearance or correspondence regarding their disaffection towards the choice of venue. The first statement I would make is ""You haven't given me enough notice, this is non-refundable"", as well as ""Please consider these reviews and available evidence"". To decide trustworthiness, I would consider the merit/rationale of the argument, the source's credibility, as well as the context of the evaluations. An extra check I would make is to run the reviews through an ""AI review"" detector or check if the business has a coercive review scheme. My final choice is to keep the booking."
R_9i3WqkbyXzPIOUM,"A. my immediate emotional reaction to Friend A's late response is frustration. B. I would tell Friend A about the non-refundable deposit and food critic reviews and that their response was way too late - shouldve mentioned before i booked C. While I do trust Friend A's reasoning, I would double check google reviews for the restaurant to gauge how reliable/severe the food poisoning allegations are. D. Negotiate with Friend A to stick with the initial restaurant I would keep the booking due to the lateness of Friend A's response, the non refundable deposit and the counter-argument of great food critic reviews to the food poisoning allegations"
R_4Pk4ukh82fcM9bX,"A. disappointment and resentment, why did they not help to find a restaurant and just now decide to input their opinion? Especially when it is clearly not helpful anymore as its too late B. Where else should we go instead? I checked earlier and this one had good reviews C. Search it up, my friends information could be wrong, might as well double check D. I would check what my friend B likes to eat or just decide to go to the original restaurant I picked"
R_9hAOLp1N0EAyxFO,"I'd feel slightly annoyed that they only responded 3 hours before but also concerned as to why they'd stopped replying and only now decided that we should potentially cancel. I'd try to reassure my friend that there are only a few instances in which the food poisoning happened, and also let them know that I've paid a non-refundable deposit. I think that I would trust the information provided by food critics but would also validate my friend's concern regarding food poisoning. I'd double check if there are any other options available so we could potentially eat elsewhere, and if not keep the booking."
R_9dRnGUVSL6lM6hl,"When I saw Friend A’s message, honestly, I just felt a bit annoyed. We were supposed to plan this together one month ago, but he didn’t even reply to my texts. Now, only three hours before dinner, suddenly he sends me some screenshots about food poisoning at the place I booked. First thing I think is, “Why bring this up so late? I already paid the deposit and most places are probably booked out now.” I text Friend A back, “Why are you only saying this now? This place has a lot of good reviews, even food critics recommend it.”I don’t really trust random bad reviews online, because anybody can post them, maybe not even real customers. Most of the feedback for this restaurant is pretty good.But I still double-check. I search the restaurant’s name on Google again and look for any news about serious problems or health issues. If it’s just a few bad reviews and the experts say it’s good, I think it’s fine.So finally, I decide to keep the booking. Too late to change plans, and I don’t see real proof that it’s dangerous. It just feels more practical to stick with the original plan."
R_41ZtrfyfjJVGLwO,"The first emotion i feel is annoyed. I am not annoyed at that they found bad reviews on the restaurant I chose because that is a valid finding, however, I am annoyed that they responded late and do not have an alternative option reserved. In saying so, I would ask then first why they didn’t reply to me earlier. I want to understand their point of view and what they are going through before making any judgements about them. Then I would push us to both proceed us to find a new restaurant, but Iwnoukd ask them to pay half of the deposit that I set aside it is only fair."
R_9uK9OU4Zgkx3Pxv,"I'm immediately very frustrated and annoyed with friend A because they didn't help find the restaurant when they were supposed to and were rude enough to not respond to my messages, so they don't get to change the plans or have an opinion at this late stage. I'd say ""well, I've already paid the deposit and the reviews I've read are all glowing so we should still go, unless you'd be happy to reimburse me for the deposit"". Google reviews are anonymous so they're much less likely to be legit, while food critics are likely to be honest as they have a reputation to uphold to sustain their career. I would check all of the other google reviews before proceeding to see if any of them mention food poisoning. I would keep the booking as risk of food poisoning is low and probably was a one-off for that person who posted the google review, plus I don't want to lose my deposit money."
R_4K6A3cW1Y4DCpEZ,anger because why do you only care 3 hours before the booking when i had asked 1 month ago. agitated too. since i am non confrontational i would tell them to look for other options since i am currently busy and say that i missed those reviews when i was booking to mitigate any blame on me. I would say i am busy even if i wasnt because i already out the initial effort and they were unresponsive so it is there turn now. i would verify the google review. but also it could just be that one persons luck but to ensure i dont get blamed id be extra cautious. I would change my plans to avoid the possible drama of the other person saying i am negligent in my restaurant search.
R_45sFQ1KiRZd5vcZ,"My immediate gut reaction was mostly like an ""are you serious"" response. I definitely though of how is friend A and actual friend of B. I would defintely say to friend A that ""whats wrong with the restuarant? Just because one google reviever says that they got food poisoning, doesn't mean that the restaurant is bad. You didn't even respond to my texts, nor you didn't even help me out with finding a place ofr friend B"" I decided that the great reviews from food critics is more trustworhty than friend A, as they also only had one screenshot, versus many reviews from food critics. I would check the reviews of the restuarant again, and I would keep the booking as Friend A's argument is not valid to prove that we shouldn't go to that place. Furthermore, I want to be considerate fo Friend B as it is their birthday."
R_9EAyjcuzWwlSWsB,"I would feel very disappointed at the thought of having to cancel a nicely prepared dinner reservation for Friend B. I would tell Friend A that this restaurant has really good views and the food poisoning situations may not directly apply to this restaurant, as well as having paid for the reservation. I would ask Friend A what source she is receiving food poisoning information from in case it is just lies for bad reviews on certain restaurants. Further actions I could take would be to show her pictures of the restaurant's reviews and to find any reviews of food poisoning."
R_98LIgzqqTXmkhm0,"Initial reaction would be frustration and disbelief. They did not help with the process of deciding which restaurant to book nor did they help in paying the deposit. They only check 3 hours before the dinner starts to say we shouldn't go without even offering an alternative. I'd view them as impulsive, reckless and quick to judge. I'd respond that it's too late to change, that if they had a problem they should've said so sooner. I'd mention that i had already paid for the deposit and point out not all reviews talk about food poisoning and point out my own reviews for the restaurant. Regardless, i would listen to their worries about food poisoning and do some quick research on the reviews. What the customers who got food poisoning ordered so maybe we could avoid ordering the same. The frequency of food poisoning reviews and check reviews from other websites other than google to see if it's the same. That would help in the accuracy of the overall review of the restaurant, to see which is trustworthy. Overall, i would still stick with keeping the booking. I have paid for the deposit and i trust in my own research pointing the restaurant to be good. I am not someone who would cancel hours before."
R_4LUM6rz4IyYO7mN,"When Friend A suddenly texts me three hours before the dinner with screenshots of food poisoning reviews, my first reaction is frustration—why didn’t they help research earlier? I remind myself to stay calm and assess the situation. I compare the few negative Google reviews to the restaurant’s overall high ratings and professional critic endorsements, realizing isolated incidents don’t define the place. A quick check confirms most complaints are outdated or vague, while recent diners praise the food. Since canceling would mean losing the deposit and scrambling for a last-minute alternative, I decide to keep the booking. I’ll advise the group to avoid high-risk dishes and trust my initial research. If anything, Friend A owes me an explanation for disappearing—but for now, the birthday celebration goes on as planned."
R_4G3x7Ipdxkppf60,sometimes its bestto chekc if the restraunts website is legit as sometimes the websites themselevs can look shoddy look around and see the conditionis of the resteraunt and gauge if a normal person would find the atmosphere applealing. Check the reviws and see if the good reviws outweight the bad. If the bad reviews outweigh the good then it's safe to leave the restraunt as the good ffod critic reviews were probably fake and made by the resteraunt itself. ( Final plans leave: the risk of food poising is too big to risk on a friends birthday)
R_9QRrJIoDjaTtkjA,"1. should have told me your opinion earlier 2. reassure them that there were also great reviews 3. information straight from the sources, I consider the frequency of negative experiences, however if good reviews outweigh the bad significantly I stick to the good 4. should thoroughly check reviews and the other person's opinion prior to making the reservation"
R_4R8X3R31XZPpPUJ,"I would be extremely pissed and tell Friend A that maybe he should have said something earlier and actually contributed instead of commenting ONLY 3 hours before the dinner, either come or don't it's not my problem anymore. I would be disregarding his opinion and go anyway as I trust my research more and I would tell him off for being condescending and unhelpful. He did not put in any of the effort and only nudged for this near the actual deadline just three hours before the actual dinner, what say does he have compared to me, should have just kept his mouth shut. I would keep the booking plans."
R_9QD8SaZyhUCSZNv,I guess let Friend A choose and book a place if he thinks that place is bad. I would say that to him. C the chances of being poisoned is low. I would ask Friend B's opinion cuz its his bday
